iso3,country,year,dmc_mt,mf_mt,gdp_2015usd,bloc,gap_rel,gap_abs_mt,bloc_eu15
PRY,Paraguay,1995,71.83021111480001,56.6871005414,20358106834.2373,MERCOSUR,-0.26713503475699235,-15.143110573400008,MERCOSUR
PRY,Paraguay,1996,85.89244649519999,64.8548953237,20678499692.7003,MERCOSUR,-0.32437876996791953,-21.037551171499985,MERCOSUR
PRY,Paraguay,1997,74.8535575869,67.1825584846,21555788371.9596,MERCOSUR,-0.11418140772442294,-7.6709991023000015,MERCOSUR
PRY,Paraguay,1998,71.5142895819,62.9723072941,21570454446.6146,MERCOSUR,-0.1356466461980871,-8.541982287800003,MERCOSUR
PRY,Paraguay,1999,70.4872853282,59.983765499,21275784844.5467,MERCOSUR,-0.1751060431405412,-10.503519829200002,MERCOSUR
PRY,Paraguay,2000,69.10023589309999,56.4907002658,20783433276.2582,MERCOSUR,-0.2232143621511083,-12.60953562729999,MERCOSUR
PRY,Paraguay,2001,73.33298310699999,60.135531887599996,20610088070.7157,MERCOSUR,-0.21946178582185819,-13.197451219399994,MERCOSUR
PRY,Paraguay,2002,72.2678911248,45.5614607196,20605676606.0555,MERCOSUR,-0.5861627345435659,-26.706430405200003,MERCOSUR
PRY,Paraguay,2003,79.8476667298,42.8662443742,21495995447.7717,MERCOSUR,-0.8627166409254664,-36.981422355599996,MERCOSUR
PRY,Paraguay,2004,79.7008937694,45.3125192775,22368177914.5163,MERCOSUR,-0.7589155279868889,-34.388374491899995,MERCOSUR
PRY,Paraguay,2005,77.3954035256,41.0324731506,22845400902.1627,MERCOSUR,-0.886198846497467,-36.362930375000005,MERCOSUR
PRY,Paraguay,2006,80.13389351279999,46.3127950902,23943606096.6681,MERCOSUR,-0.7302754747738534,-33.82109842259999,MERCOSUR
PRY,Paraguay,2007,88.9264771218,54.7709736014,25241738121.2303,MERCOSUR,-0.6236059225269451,-34.1555035204,MERCOSUR
PRY,Paraguay,2008,89.7661240394,59.897208224299995,26881515165.6831,MERCOSUR,-0.49866958244945936,-29.868915815100003,MERCOSUR
PRY,Paraguay,2009,87.3348771111,56.9470203861,26811317495.2224,MERCOSUR,-0.5336162720888776,-30.387856725,MERCOSUR
PRY,Paraguay,2010,111.9111144173,79.9492723737,29786095177.4612,MERCOSUR,-0.3997765219701252,-31.9618420436,MERCOSUR
PRY,Paraguay,2011,126.698417002,99.2618529993,31062837784.856,MERCOSUR,-0.27640592205037195,-27.436564002699996,MERCOSUR
PRY,Paraguay,2012,115.7093884791,94.65344332529999,30842899501.4341,MERCOSUR,-0.22245302879723078,-21.05594515380001,MERCOSUR
PRY,Paraguay,2013,132.595921928,102.7033520258,33400724748.6301,MERCOSUR,-0.2910573930896697,-29.892569902199995,MERCOSUR
PRY,Paraguay,2014,137.125762663,111.300110582,35171376876.6336,MERCOSUR,-0.23203617629807313,-25.825652080999987,MERCOSUR
PRY,Paraguay,2015,141.9834134855,107.564611962,36211447840.1027,MERCOSUR,-0.3199825750838885,-34.418801523499994,MERCOSUR
PRY,Paraguay,2016,141.29929338730003,100.1619481106,37756961788.4736,MERCOSUR,-0.410708318405266,-41.13734527670003,MERCOSUR
PRY,Paraguay,2017,147.2581871408,105.2341289472,39573101423.9484,MERCOSUR,-0.399338680464444,-42.0240581936,MERCOSUR
PRY,Paraguay,2018,147.48585490349998,102.8803572144,40841122661.1912,MERCOSUR,-0.43356670696762156,-44.60549768909999,MERCOSUR
PRY,Paraguay,2019,146.6437156262,103.4768376107,40677000526.5933,MERCOSUR,-0.41716464295035943,-43.16687801549999,MERCOSUR
PRY,Paraguay,2020,153.7390601934,100.5155227585,40343536418.8014,MERCOSUR,-0.5295056522043429,-53.22353743490001,MERCOSUR
PRY,Paraguay,2021,149.9799580562,98.50363560369999,41964030301.4411,MERCOSUR,-0.5225829700296508,-51.4763224525,MERCOSUR
PRY,Paraguay,2022,154.2155908608,97.3590115888,42037903094.7542,MERCOSUR,-0.5839888711292205,-56.856579272000005,MERCOSUR
PRY,Paraguay,2023,157.29682351679998,99.9124569567,44139473679.5817,MERCOSUR,-0.5743464659764015,-57.38436656009998,MERCOSUR
PRY,Paraguay,2024,156.5955365682,100.7555712315,46015383701.3623,MERCOSUR,-0.5542121855316554,-55.839965336700004,MERCOSUR
SWE,Sweden,1994,120.8643655779,154.5882825515,297337294167.624,EU,0.21815312530149303,33.723916973599984,EU15
SWE,Sweden,1995,127.23098596140001,155.6150138647,309511442391.393,EU,0.18239903206241123,28.38402790329998,EU15
SWE,Sweden,1996,122.3583099895,161.396615725,314787745399.443,EU,0.2418780936647177,39.0383057355,EU15
SWE,Sweden,1997,123.0987379234,159.34130850780002,324435964184.782,EU,0.22745244735219364,36.24257058440003,EU15
SWE,Sweden,1998,168.12022356920002,171.7273843982,338210969503.89,EU,0.021005157923070245,3.60716082899998,EU15
SWE,Sweden,1999,168.4250820442,196.7897943336,352419615811.858,EU,0.14413711028792417,28.364712289400018,EU15
SWE,Sweden,2000,166.5481872249,193.9604495968,368740595935.982,EU,0.14132913400068883,27.4122623719,EU15
SWE,Sweden,2001,163.5102172959,185.13659036680002,373758441664.22,EU,0.116813067735843,21.62637307090003,EU15
SWE,Sweden,2002,164.0067636868,191.7211771781,382271644878.765,EU,0.14455582789143104,27.71441349129998,EU15
SWE,Sweden,2003,167.6370370545,200.8261079475,389462280395.789,EU,0.165262730190819,33.18907089299998,EU15
SWE,Sweden,2004,163.6863254825,203.16757729530002,405740184306.611,EU,0.19432850624297604,39.481251812800025,EU15
SWE,Sweden,2005,190.86873037619998,212.7851775437,417073066879.505,EU,0.10299799741924699,21.916447167500024,EU15
SWE,Sweden,2006,186.6859181708,210.26467900670002,436575715827.722,EU,0.11213847683446965,23.578760835900027,EU15
SWE,Sweden,2007,174.41162247949998,221.0999864821,450654706998.622,EU,0.21116402920440638,46.688364002600025,EU15
SWE,Sweden,2008,185.0265884961,224.2766792608,446494653686.263,EU,0.17500745460502404,39.25009076469999,EU15
SWE,Sweden,2009,157.2518979621,199.2649935618,427493565399.86,EU,0.21084032297258506,42.013095599699994,EU15
SWE,Sweden,2010,175.252569097,219.9873185758,452077714777.655,EU,0.20335149211515102,44.73474947880001,EU15
SWE,Sweden,2011,179.90678875560002,232.9244873457,466380936831.165,EU,0.22761753903277926,53.01769859009997,EU15
SWE,Sweden,2012,187.53320225870002,231.7884264579,464448264944.252,EU,0.19092939572303497,44.25522419919997,EU15
SWE,Sweden,2013,189.09546972139998,230.3659363715,469732138276.917,EU,0.17915177608353144,41.27046665010002,EU15
SWE,Sweden,2014,192.4225366422,232.2094280273,480516119003.081,EU,0.17134055117013772,39.786891385100006,EU15
SWE,Sweden,2015,192.8820010419,228.6244344809,501602351911.6,EU,0.15633689163695244,35.742433438999996,EU15
SWE,Sweden,2016,197.03313798460002,234.3831846155,512292396637.964,EU,0.15935463413116363,37.35004663089998,EU15
SWE,Sweden,2017,210.47666187110002,243.2745766076,521937949816.044,EU,0.13481850505654264,32.79791473649999,EU15
SWE,Sweden,2018,223.6129640819,246.2477111475,531177584320.755,EU,0.09191860894918943,22.63474706560001,EU15
SWE,Sweden,2019,228.6978491071,242.2202997638,545031918111.884,EU,0.055827074237321736,13.522450656699988,EU15
SWE,Sweden,2020,223.53100739570002,251.1411666417,534492107010.626,EU,0.10993880300552664,27.610159245999995,EU15
SWE,Sweden,2021,226.4231974597,256.5846509737,562423939232.591,EU,0.11754971858036647,30.161453513999987,EU15
SWE,Sweden,2022,235.25752643669998,250.9357060721,569484812988.256,EU,0.062478871105315324,15.678179635400028,EU15
SWE,Sweden,2023,243.2994492428,254.4955280906,568322714847.714,EU,0.043993224288853605,11.19607884780001,EU15
SWE,Sweden,2024,251.384477188,259.2958805847,572983369203.274,EU,0.030511103295818482,7.9114033966999955,EU15
URY,Uruguay,1994,62.8295418154,39.7258353248,31789727752.3514,MERCOSUR,-0.5815788718274437,-23.103706490599997,MERCOSUR
URY,Uruguay,1995,62.7686572473,40.079810818700004,31329539981.1782,MERCOSUR,-0.5660916547543702,-22.688846428599994,MERCOSUR
URY,Uruguay,1996,81.0431879102,53.493460679399995,33077088488.9395,MERCOSUR,-0.5150111224979924,-27.54972723080001,MERCOSUR
URY,Uruguay,1997,104.34965737540001,73.3325879195,35904413225.1269,MERCOSUR,-0.4229643373550193,-31.017069455900014,MERCOSUR
URY,Uruguay,1998,105.05228465569999,79.2997879139,37526894198.668,MERCOSUR,-0.3247486206364239,-25.752496741799987,MERCOSUR
URY,Uruguay,1999,115.06649008490001,86.0940013347,36956130432.4805,MERCOSUR,-0.3365215729440457,-28.972488750200014,MERCOSUR
URY,Uruguay,2000,112.58361200210001,82.1766984297,36242902749.5716,MERCOSUR,-0.37001868112786657,-30.406913572400015,MERCOSUR
URY,Uruguay,2001,103.6084921114,74.2626921669,34849678466.8177,MERCOSUR,-0.39516208055785873,-29.3457999445,MERCOSUR
URY,Uruguay,2002,103.6614740694,71.47335634550001,32155098813.2195,MERCOSUR,-0.4503512829074882,-32.18811772389999,MERCOSUR
URY,Uruguay,2003,92.4602967536,56.147669498599996,32414038652.1022,MERCOSUR,-0.6467343627842904,-36.31262725500001,MERCOSUR
URY,Uruguay,2004,112.6538492855,72.0111179365,34036089123.994,MERCOSUR,-0.5643952283151484,-40.642731349,MERCOSUR
URY,Uruguay,2005,137.9464914624,93.56075921610001,36575226344.6127,MERCOSUR,-0.474405430419616,-44.38573224629998,MERCOSUR
URY,Uruguay,2006,138.0633326965,90.25640902689999,38074290288.9132,MERCOSUR,-0.5296789910548253,-47.80692366960001,MERCOSUR
URY,Uruguay,2007,139.2108436816,93.3916051224,40564924117.3376,MERCOSUR,-0.49061410283235685,-45.819238559200016,MERCOSUR
URY,Uruguay,2008,140.8721456095,87.34900762960001,43475921755.0631,MERCOSUR,-0.6127503841470383,-53.523137979899985,MERCOSUR
URY,Uruguay,2009,140.6271180857,89.22052414640001,45320819970.7986,MERCOSUR,-0.576174534179468,-51.406593939299995,MERCOSUR
URY,Uruguay,2010,137.5842295731,95.5182493436,48857389210.184,MERCOSUR,-0.44039731170301794,-42.0659802295,MERCOSUR
URY,Uruguay,2011,138.1869603572,92.050033525,51379472633.5779,MERCOSUR,-0.5012157526229429,-46.136926832200004,MERCOSUR
URY,Uruguay,2012,141.6693819889,84.030308122,53197370201.0395,MERCOSUR,-0.6859319590166957,-57.639073866900006,MERCOSUR
URY,Uruguay,2013,139.6221662197,91.8577418555,55664418793.7377,MERCOSUR,-0.5199825665139635,-47.76442436420001,MERCOSUR
URY,Uruguay,2014,77.5200772086,41.7607777012,57467273107.5946,MERCOSUR,-0.8562891180633462,-35.7592995074,MERCOSUR
URY,Uruguay,2015,76.513650829,39.9943289717,57680327998.6689,MERCOSUR,-0.9131125036037255,-36.5193218573,MERCOSUR
URY,Uruguay,2016,73.0551867571,38.1723296909,58655009160.0858,MERCOSUR,-0.913825730539989,-34.8828570662,MERCOSUR
URY,Uruguay,2017,73.973716135,40.0185420863,59675827116.7172,MERCOSUR,-0.8484860336859763,-33.9551740487,MERCOSUR
URY,Uruguay,2018,67.70191204989999,36.419791580799995,59774159517.7554,MERCOSUR,-0.858931891460672,-31.282120469099993,MERCOSUR
URY,Uruguay,2019,66.2237612635,40.1391397122,60329073609.8215,MERCOSUR,-0.6498550227615308,-26.084621551299996,MERCOSUR
URY,Uruguay,2020,65.1773223394,30.4787523463,55890466349.1545,MERCOSUR,-1.1384511281450889,-34.69856999310001,MERCOSUR
URY,Uruguay,2021,68.2140342544,30.6196423762,59156857853.7605,MERCOSUR,-1.2277867721741036,-37.5943918782,MERCOSUR
URY,Uruguay,2022,69.5767362572,31.643587938099998,61810768801.3209,MERCOSUR,-1.1987625547805578,-37.9331483191,MERCOSUR
URY,Uruguay,2023,70.33587971099999,32.3928052169,62269484309.0206,MERCOSUR,-1.171342655877926,-37.94307449409999,MERCOSUR
URY,Uruguay,2024,69.244358573,32.8720491026,64204978531.9491,MERCOSUR,-1.1064813561477413,-36.3723094704,MERCOSUR
